FID,AFFGEOID,TRACTCE,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
-1,1400000US42091206802,206802,42, Pennsylvania,PA,42091, Montgomery,42091206802,"Census Tract 2068.02, Montgomery County, Pennsylvania",4.43515638,3142,177,1302,58,1238,70,24,22,59,40,45569,4686,60,55,437,30,769,93,224,105,27,26.1,227,292.6,42,53,0,14.1,21,35,0,14.1,10,16,13,11,0.8,0.7,3.3,2.2,45569,4686,2.7,2.5,13.9,0.9,24.5,2.6,7.1,3.4,2.2,2.1,7.2,9.3,1.4,1.8,0,1.1,1.6,2.7,0,1.1,0.8,1.3,0.4,0.3,0.0143,0.0672,0.0851,0.0777,0.2443,0.015,0.3402,0.7652,0.0877,0.0793,1.2724,0.1132,0.3815,0.7108,1.0924,0.5796,0,0.6387,0,0.0479,0.5299,1.2164,0.1045,3.8255,0.0444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,51,1.5,1.6,3779
-1,1400000US42017105008,105008,42, Pennsylvania,PA,42017, Bucks,42017105008,"Census Tract 1050.08, Bucks County, Pennsylvania",6.27536523,3588,220,1244,41,1237,40,28,36,111,52,51610,7790,141,61,638,86,879,118,379,128,85,58.9,544,339.8,87,84.5,0,14.1,0,10,25,26.8,0,10,6,5,0.8,1,6.3,2.8,51610,7790,5.6,2.4,17.8,2.4,24.5,2.9,10.6,3.6,6.9,4.8,15.2,9.4,2.5,2.4,0,1.1,0,2,2,2.2,0,2,0.2,0.1,0.0143,0.347,0.0504,0.2177,0.6294,0.0848,0.6334,0.7671,0.2792,0.4845,2.1642,0.5905,0.5973,0.8218,1.4192,0.7587,0,0,0.7886,0,0.3881,1.1766,0.0979,5.3893,0.1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,53,1.6,1.5,4086
-1,1400000US42029304406,304406,42, Pennsylvania,PA,42029, Chester,42029304406,"Census Tract 3044.06, Chester County, Pennsylvania",3.79595409,3325,222,1321,74,1292,85,28,37,69,32,59194,6732,57,40,389,77,764,87,272,87,20,25.1,266,334.3,38,56,142,57.8,0,10,10,18,30,34,0,10,0.8,1.1,3.9,1.8,59194,6732,2.4,1.6,11.7,2.1,23,2.1,8.2,2.6,1.5,1.9,8,10,1.2,1.7,10.7,4.3,0,1.9,0.8,1.4,2.3,2.6,0,0.3,0.0143,0.1045,0.0266,0.0669,0.2122,0.0106,0.2049,0.6667,0.1328,0.0529,1.0572,0.0653,0.4089,0.6738,1.0827,0.5756,0.7478,0,0.5258,0.1458,0,1.4195,0.1437,3.7716,0.0397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,1.2,1,8572
-1,1400000US42003475304,475304,42, Pennsylvania,PA,42003, Allegheny,42003475304,"Census Tract 4753.04, Allegheny County, Pennsylvania",1.64943701,5733,235,2319,63,2254,78,53,50,238,97,37779,4265,132,87,708,71,1168,132,432,130,113,64.8,372,370.9,0,60,226,103.5,16,25,0,21.2,37,41,66,18,0.9,0.9,6.9,2.8,37779,4265,3.2,2.1,12.3,1.3,20.4,2.1,7.6,2.2,5,2.9,6.5,6.5,0,1.1,9.7,4.5,0.7,1.1,0,0.9,1.6,1.8,1.2,0.3,0.0155,0.4154,0.1583,0.0986,0.6879,0.1004,0.2366,0.4484,0.1101,0.3013,1.0964,0.0706,0.3504,0,0.3504,0.1381,0.7295,0.5479,0,0.0967,0.6766,2.0507,0.3551,4.1854,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,123,3.5,2.1,2419
-1,1400000US42029302203,302203,42, Pennsylvania,PA,42029, Chester,42029302203,"Census Tract 3022.03, Chester County, Pennsylvania",2.76727103,5273,271,1969,67,1851,90,48,51,124,61,45122,3449,156,103,586,52,1347,167,402,95,75,41.7,1166,415.5,98,79.9,0,21.2,0,15,0,21.2,7,12,14,13,0.9,1,4,1.9,45122,3449,4.2,2.8,11.1,1,25.5,2.9,7.6,1.8,4.1,2.2,22.1,7.8,2,1.6,0,1.1,0,1.3,0,1.1,0.4,0.7,0.3,0.2,0.0155,0.1138,0.0895,0.1418,0.3606,0.031,0.1772,0.8203,0.1101,0.2086,1.3162,0.1266,0.6993,0.7811,1.4804,0.787,0,0,0,0.0274,0.468,0.4953,0.0218,3.6526,0.0338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,89,3.2,1.7,3397
-1,1400000US42029303301,303301,42, Pennsylvania,PA,42029, Chester,42029303301,"Census Tract 3033.01, Chester County, Pennsylvania",5.86838669,2915,243,1140,88,1080,93,27,35,14,16,50277,10112,171,128,311,64,747,134,183,130,35,25.1,670,361.8,92,90.2,0,14.1,16,17,0,14.1,19,24,63,77,0.9,1.2,0.9,1,50277,10112,8.4,6.1,10.7,2.4,25.6,4.1,6.3,4.4,3.2,2.3,23,12.3,3.3,3.2,0,1.2,1.4,1.5,0,1.3,1.8,2.2,2.2,2.6,0.0155,0.0103,0.0548,0.4049,0.4854,0.0529,0.1648,0.8237,0.0628,0.1427,1.194,0.0905,0.7093,0.8607,1.57,0.8293,0,0.62,0,0.111,0.7624,1.4935,0.1636,4.7429,0.1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,142,7.2,4.6,3867
-1,1400000US42003412002,412002,42, Pennsylvania,PA,42003, Allegheny,42003412002,"Census Tract 4120.02, Allegheny County, Pennsylvania",4.84665037,5481,305,1901,82,1793,83,50,40,80,49,54657,7989,28,26,661,113,1606,214,365,117,86,66.7,442,436.3,49,77.1,6,18,0,15,0,21.2,24,23,1,3,0.9,0.7,2.9,1.7,54657,7989,0.8,0.7,12.1,2.2,29.3,3.5,6.7,2,4.8,3.7,8.1,7.9,0.9,1.5,0.3,0.9,0,1.3,0,1.2,1.3,1.3,0,0.1,0.0155,0.0479,0.0391,0.0177,0.1203,0.0016,0.2251,0.9279,0.0737,0.2814,1.5081,0.2062,0.4117,0.611,1.0227,0.5426,0.2488,0,0,0.0777,0.2002,0.5267,0.0236,3.1778,0.0128,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,284,157,5.2,2.8,2656
-1,1400000US42029301900,301900,42, Pennsylvania,PA,42029, Chester,42029301900,"Census Tract 3019, Chester County, Pennsylvania",9.86676518,4047,23,1460,79,1427,71,36,45,84,49,60660,8974,57,37,459,43,1098,95,185,75,45,36.7,316,142.9,16,41.7,0,14.1,32,29,0,14.1,11,18,0,10,0.9,1.1,3.7,2.1,60660,8974,2.1,1.4,11.3,1,27.1,2.3,4.6,1.8,3.2,2.6,7.8,3.5,0.4,1.1,0,1,2.2,2,0,1,0.8,1.2,0,0.2,0.0155,0.0899,0.0241,0.0535,0.183,0.0069,0.1869,0.8784,0.0299,0.1368,1.232,0.1011,0.4033,0.44,0.8433,0.4223,0,0.6701,0,0.0479,0,0.718,0.0367,2.9762,0.0091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,83,2.7,2,1841
-1,1400000US42029300107,300107,42, Pennsylvania,PA,42029, Chester,42029300107,"Census Tract 3001.07, Chester County, Pennsylvania",7.8830677,4212,184,1513,59,1457,64,40,48,79,45,76019,7495,16,19,547,57,1167,117,151,63,89,50.6,511,272.5,24,46.9,0,14.1,15,21,0,14.1,11,16,0,10,0.9,1.1,3.8,2.1,76019,7495,0.6,0.7,13,1.3,27.7,2.5,3.6,1.5,6.1,3.5,12.1,6.4,0.6,1.2,0,0.9,1,1.4,0,1,0.8,1.1,0,0.2,0.0155,0.0951,0.0084,0.0137,0.1328,0.0022,0.2777,0.8952,0.0155,0.4173,1.6057,0.2494,0.5323,0.5059,1.0382,0.5522,0,0.5889,0,0.0479,0,0.6368,0.0299,3.4136,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,32,0.9,0.8,9910
-1,1400000US42091201605,201605,42, Pennsylvania,PA,42091, Montgomery,42091201605,"Census Tract 2016.05, Montgomery County, Pennsylvania",0.47085293,3022,245,1040,60,1003,67,30,42,126,59,33362,3548,131,62,524,63,593,141,242,75,31,25.6,897,339.5,43,59.2,0,14.1,0,10,13,18,32,29,127,34,1,1.5,7.1,3.3,33362,3548,5.9,2.8,17.3,2.1,19.6,4.4,8.3,2.6,3.1,2.5,29.7,11,1.5,2.1,0,1.4,0,2.4,1.3,1.8,3.2,2.8,4.2,1.1,0.0174,0.4356,0.2453,0.2366,0.935,0.1655,0.5886,0.3797,0.1371,0.1309,1.2363,0.102,0.7637,0.7242,1.4879,0.791,0,0,0.6583,0.2142,0.8511,1.7236,0.2276,5.3827,0.1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,108,7.4,3.7,1023
-1,1400000US42095016400,16400,42, Pennsylvania,PA,42095, Northampton,42095016400,"Census Tract 164, Northampton County, Pennsylvania",10.83889125,4410,18,1752,91,1679,80,46,36,118,53,34917,3368,166,73,836,64,981,88,350,100,126,60.9,359,164,7,40.5,21,23.3,86,36,0,14.1,44,32,0,10,1,0.8,5,2.2,34917,3368,5.2,2.3,19,1.4,22.2,2,7.9,2.3,7.5,3.6,8.1,3.7,0.2,1,1.2,1.3,4.9,2,0,0.8,2.6,1.9,0,0.2,0.0174,0.2034,0.2078,0.1968,0.6254,0.0829,0.7167,0.6104,0.1194,0.5376,1.9841,0.4711,0.4142,0.292,0.7062,0.3458,0.3467,0.7568,0,0.1676,0,1.2711,0.1141,4.5868,0.1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,82,3.5,1.8,3240
-1,1400000US42091208603,208603,42, Pennsylvania,PA,42091, Montgomery,42091208603,"Census Tract 2086.03, Montgomery County, Pennsylvania",6.67167461,6802,258,2503,83,2456,97,68,56,225,83,35944,3336,138,76,878,125,1812,153,398,209,131,76.1,658,488.7,43,67.9,125,68.5,0,15,0,21.2,27,29,0,15,1,0.8,6.2,2.2,35944,3336,3.1,1.7,12.9,1.8,26.6,2,5.9,3,5.3,3.1,9.7,7.2,0.7,1.1,5,2.7,0,1,0,0.9,1.1,1.2,0,0.2,0.0174,0.3383,0.1884,0.092,0.6361,0.086,0.2715,0.8613,0.0553,0.3352,1.5233,0.2114,0.4642,0.5314,0.9956,0.5261,0.5787,0,0,0.0675,0,0.6461,0.0302,3.8012,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,125,2.5,1.8,11262
-1,1400000US42019912303,912303,42, Pennsylvania,PA,42019, Butler,42019912303,"Census Tract 9123.03, Butler County, Pennsylvania",0.81049142,2892,24,1252,70,1169,64,29,19,46,25,50220,5312,23,24,181,33,787,57,112,39,64,30,256,107.7,15,45,56,24.7,0,10,0,14.1,6,9,7,16,1,0.6,2.7,1.5,50220,5312,1.2,1.2,6.3,1.1,27.2,2,3.9,1.3,5.5,2.6,8.9,3.7,0.6,1.7,4.5,2,0,2,0,1.2,0.5,0.7,0.2,0.6,0.0174,0.0401,0.0551,0.0274,0.14,0.0031,0.0457,0.8815,0.019,0.3492,1.2954,0.1213,0.44,0.4925,0.9325,0.4761,0.5532,0,0,0.0308,0.4546,1.0386,0.0768,3.4064,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,1.1,0.9,1863
-1,1400000US42071013503,13503,42, Pennsylvania,PA,42071, Lancaster,42071013503,"Census Tract 135.03, Lancaster County, Pennsylvania",0.91765557,2595,192,1089,54,1062,65,26,24,54,42,59387,10638,57,47,577,75,548,90,289,104,35,29.7,97,283.1,0,40,27,25.5,0,10,0,14.1,53,39,1,3,1,0.9,4.4,3.4,59387,10638,2.9,2.3,22.2,2.7,21.1,3.1,11.1,4,3.3,2.8,3.7,10.9,0,1.6,2.5,2.3,0,2.3,0,1.3,5,3.6,0,0.1,0.0174,0.1471,0.026,0.0836,0.2741,0.0181,0.8741,0.5159,0.3134,0.148,1.8514,0.3946,0.2152,0,0.2152,0.0868,0.4521,0,0,0.3585,0.2469,1.0575,0.0793,3.3982,0.0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43,1.7,1.7,1068
-1,1400000US42077005301,5301,42, Pennsylvania,PA,42077, Lehigh,42077005301,"Census Tract 53.01, Lehigh County, Pennsylvania",24.64535205,3453,23,1443,116,1291,101,39,38,75,53,28787,3278,92,46,489,58,841,87,279,81,65,43.2,161,106.5,9,41.2,0,14.1,73,48,27,33.5,30,33,0,10,1.1,1.1,4.1,2.8,28787,3278,3.9,2,14.2,1.7,24.4,2.5,8.1,2.4,5,3.3,4.7,3.1,0.3,1.3,0,1,5.1,3.3,2.1,2.6,2.3,2.5,0,0.3,0.019,0.1231,0.3861,0.1281,0.6563,0.0914,0.3629,0.7572,0.1284,0.3032,1.5516,0.2261,0.2624,0.3629,0.6253,0.3022,0,0.7612,0.7988,0.1458,0,1.7058,0.2239,4.5391,0.0992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,59,3.4,1.7,2900
-1,1400000US42001031203,31203,42, Pennsylvania,PA,42001, Adams,42001031203,"Census Tract 312.03, Adams County, Pennsylvania",17.54612971,3164,32,1147,82,1129,81,36,33,137,56,31268,2522,206,76,542,70,706,66,371,73,58,32.2,47,64.5,0,40,0,14.1,29,20,21,22.5,5,8,0,10,1.1,1,7.7,3.1,31268,2522,9.7,3.4,17.1,2.3,22.3,2.1,11.7,2.3,5.1,2.8,1.5,2,0,1.3,0,1.2,2.5,1.7,1.9,2,0.4,0.7,0,0.3,0.019,0.5075,0.3004,0.4932,1.32,0.2822,0.5746,0.615,0.3539,0.3156,1.8591,0.3993,0.0609,0,0.0609,0.033,0,0.6841,0.7677,0.0274,0,1.4792,0.1589,4.7192,0.1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,104,7,3.3,1249
-1,1400000US42001031102,31102,42, Pennsylvania,PA,42001, Adams,42001031102,"Census Tract 311.02, Adams County, Pennsylvania",6.65297298,3354,183,1300,68,1262,79,37,31,42,35,32123,2658,247,108,609,59,804,82,403,101,35,27.9,204,292.4,7,41.9,75,34.4,12,18,25,30.7,20,23,0,10,1.1,0.9,2.4,2,32123,2658,10.6,4.4,18.2,1.5,24,2.1,12,2.8,2.8,2.2,6.1,8.7,0.2,1.3,5.8,2.6,0.9,1.4,2,2.4,1.6,1.8,0,0.3,0.019,0.0302,0.2763,0.547,0.8724,0.1489,0.6629,0.731,0.3825,0.1129,1.8893,0.4157,0.3302,0.3228,0.653,0.319,0.6088,0.5749,0.7833,0.0967,0,2.0637,0.3623,5.4784,0.2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,106,3.7,3.2,1662
-1,1400000US42129803301,803301,42, Pennsylvania,PA,42129, Westmoreland,42129803301,"Census Tract 8033.01, Westmoreland County, Pennsylvania",2.79552597,5653,286,2675,142,2545,132,64,52,82,72,32954,2178,154,94,1552,120,967,90,604,146,69,57,296,386.5,63,76.9,233,112.7,0,15,0,21.2,111,79,7,13,1.1,0.9,2.9,2.5,32954,2178,3.5,2.1,27.5,2.4,17.1,1.3,10.7,2.7,2.7,2.2,5.2,6.8,1.2,1.4,8.7,4.2,0,0.9,0,0.8,4.4,3.1,0.1,0.2,0.019,0.0479,0.2544,0.1116,0.4329,0.0435,0.963,0.1925,0.2858,0.1067,1.5479,0.2226,0.287,0.6713,0.9583,0.4947,0.7049,0,0,0.3128,0.3396,1.3573,0.134,4.2964,0.0798,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,172,113,3.1,2,3838
-1,1400000US42069110403,110403,42, Pennsylvania,PA,42069, Lackawanna,42069110403,"Census Tract 1104.03, Lackawanna County, Pennsylvania",3.58418487,2987,246,1006,94,924,89,25,24,79,41,39429,7503,64,62,664,149,468,58,356,85,31,24.4,213,343,2,38.8,87,53.6,7,11,0,14.1,108,54,700,180,1.1,1,5.5,2.6,39429,7503,3.5,3.2,22.2,4.4,15.7,1.5,12.7,3.1,3.4,2.6,7.1,11.5,0.1,1.3,8.6,5.3,0.7,1.1,0,1.5,11.7,5.5,23.4,5.7,0.019,0.2596,0.1386,0.1116,0.5288,0.0604,0.8741,0.1334,0.4341,0.1521,1.5936,0.2428,0.3784,0.245,0.6234,0.2985,0.704,0.5479,0,0.6639,0.9649,2.8806,0.7593,5.6265,0.2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96,64,3.4,2.2,7925
-1,1400000US42091200104,200104,42, Pennsylvania,PA,42091, Montgomery,42091200104,"Census Tract 2001.04, Montgomery County, Pennsylvania",2.23404216,4131,213,1497,52,1465,61,45,32,52,41,39611,3499,210,145,839,75,845,133,423,120,71,55.5,269,355,87,86.3,0,14.1,0,10,16,24.2,8,11,8,10,1.1,0.8,2.5,1.9,39611,3499,7.2,4.8,20.3,1.8,20.5,3,10.3,2.8,4.8,3.8,6.5,8.6,2.2,2.2,0,0.9,0,1.7,1.1,1.6,0.5,0.8,0.2,0.2,0.019,0.0348,0.1367,0.3209,0.5114,0.0569,0.7929,0.4555,0.2587,0.2879,1.7951,0.3579,0.3511,0.7991,1.1502,0.606,0,0,0.6113,0.0308,0.412,1.0541,0.0787,4.5108,0.0954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,88,2.8,2.1,3919
-1,1400000US42019912200,912200,42, Pennsylvania,PA,42019, Butler,42019912200,"Census Tract 9122, Butler County, Pennsylvania",1.69165997,3327,221,1406,42,1262,82,34,25,78,47,39857,3194,87,48,435,106,721,86,162,61,19,23.3,384,342.8,30,50.3,453,115,0,10,19,19.8,23,23,142,137,1.1,0.8,4.1,2.4,39857,3194,3.7,2,13.1,2.7,21.7,2.1,5.1,1.9,1.5,1.8,11.5,10.3,1,1.6,32.2,8.1,0,1.8,1.5,1.6,1.8,1.8,4.3,4.1,0.019,0.1231,0.1342,0.12,0.3964,0.0366,0.2858,0.569,0.0386,0.0516,0.945,0.0516,0.5149,0.6213,1.1362,0.5973,0.9456,0,0.7055,0.111,0.8539,2.616,0.6415,5.0935,0.1558,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,108,65,3.4,2,4778
-1,1400000US42133021220,21220,42, Pennsylvania,PA,42133, York,42133021220,"Census Tract 212.20, York County, Pennsylvania",7.08487479,7224,337,2467,116,2434,123,77,78,193,82,45526,4463,50,41,729,138,2190,203,473,135,109,65,1296,521.5,25,63.2,0,21.2,28,23,0,21.2,16,26,4,8,1.1,1.1,4.9,2,45526,4463,1.1,0.9,10.1,1.9,30.3,2.4,6.6,1.9,4.5,2.7,17.9,7.2,0.4,0.9,0,0.9,1.1,0.9,0,0.9,0.7,1.1,0.1,0.1,0.019,0.1919,0.086,0.0252,0.3221,0.0247,0.1412,0.9478,0.0703,0.2525,1.4117,0.1608,0.6465,0.4142,1.0606,0.5659,0,0.5998,0,0.0442,0.2696,0.9136,0.0578,3.7079,0.0363,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,216,103,3,1.4,4403
-1,1400000US42029303502,303502,42, Pennsylvania,PA,42029, Chester,42029303502,"Census Tract 3035.02, Chester County, Pennsylvania",8.92614774,2957,143,1095,43,1006,64,32,51,129,64,49755,5389,114,77,457,110,646,98,174,77,63,41.9,222,226,28,60.9,0,14.1,0,10,13,26,0,10,34,15,1.1,1.7,8,3.8,49755,5389,5.5,3.6,15.5,3.7,21.8,3.1,5.9,2.6,6.3,4.1,7.5,7.6,1,2.1,0,1.3,0,2.3,1.3,2.6,0,2.5,1.1,0.5,0.019,0.537,0.0585,0.2114,0.8259,0.1336,0.4496,0.5824,0.0553,0.4294,1.5168,0.2083,0.3921,0.6284,1.0205,0.5407,0,0,0.658,0,0.6763,1.3343,0.1272,4.6975,0.1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,120,6.5,4,1995
-1,1400000US42029304501,304501,42, Pennsylvania,PA,42029, Chester,42029304501,"Census Tract 3045.01, Chester County, Pennsylvania",6.49062327,8427,154,2611,119,2596,115,92,91,213,112,49861,3427,54,35,473,99,2880,127,374,131,116,79.1,2448,357.8,80,87.9,0,21.2,0,15,0,21.2,24,27,0,15,1.1,1.1,4.9,2.7,49861,3427,1,0.7,5.6,1.2,34.2,1.4,4.4,1.5,4.5,3,29,4.2,1,1.1,0,0.8,0,1,0,0.8,0.9,1.1,0,0.2,0.019,0.1919,0.0576,0.0224,0.2908,0.0213,0.0342,0.9801,0.0274,0.2512,1.2929,0.1191,0.7596,0.6387,1.3983,0.7481,0,0,0,0.0544,0,0.0544,0.0072,3.0364,0.01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,201,94,2.4,1.1,5833
-1,1400000US42003409000,409000,42, Pennsylvania,PA,42003, Allegheny,42003409000,"Census Tract 4090, Allegheny County, Pennsylvania",16.96313809,11975,26,4181,165,3993,128,135,82,300,128,62319,5914,128,66,965,157,3485,177,615,170,57,50.7,906,314.1,41,80.4,442,142.7,0,16,0,22.6,55,58,20,18,1.1,0.7,4.9,2.1,62319,5914,1.7,0.9,8.1,1.3,29.1,1.5,5.1,1.4,1.4,1.3,7.6,2.6,0.4,0.7,10.6,3.4,0,0.6,0,0.6,1.4,1.4,0.2,0.2,0.019,0.1919,0.0207,0.0414,0.2728,0.0178,0.0821,0.9244,0.0386,0.0488,1.0939,0.07,0.393,0.4114,0.8044,0.4027,0.7444,0,0,0.084,0.3874,1.2158,0.1042,3.3869,0.0207,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,496,243,4.1,2,15489
-1,1400000US42045406902,406902,42, Pennsylvania,PA,42045, Delaware,42045406902,"Census Tract 4069.02, Delaware County, Pennsylvania",1.87140358,5784,262,2221,104,2112,125,72,50,276,114,28909,2411,406,152,994,161,1306,176,601,155,53,43.7,66,383.5,14,62.5,0,21.2,14,24,0,21.2,39,34,12,10,1.2,0.9,9.1,3.6,28909,2411,9.9,3.6,17.2,2.6,22.6,2.9,10.4,2.6,2.5,2.1,1.1,6.6,0.3,1.2,0,1,0.6,1.1,0,1,1.8,1.6,0.2,0.2,0.0224,0.6381,0.3808,0.5037,1.545,0.3573,0.5796,0.6346,0.2671,0.0942,1.5756,0.2366,0.0423,0.3492,0.3915,0.1583,0,0.5258,0,0.111,0.4241,1.0609,0.0805,4.573,0.1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,236,8.2,4,6474
-1,1400000US42017101403,101403,42, Pennsylvania,PA,42017, Bucks,42017101403,"Census Tract 1014.03, Bucks County, Pennsylvania",1.7967994,5718,258,2170,79,2058,104,68,56,334,167,35276,3746,160,82,782,113,1279,179,492,123,99,65.7,214,401.8,39,70.5,0,21.2,258,92,0,21.2,31,36,7,10,1.2,1,10.1,5,35276,3746,4,2,13.7,1.8,22.4,3,8.6,2.1,4.8,3.2,3.7,7,0.7,1.3,0,1,11.9,4.2,0,1,1.5,1.7,0.1,0.2,0.0224,0.7105,0.2015,0.1322,1.0666,0.2096,0.3284,0.6188,0.1561,0.2839,1.3871,0.1499,0.2158,0.5442,0.76,0.3753,0,0.8734,0,0.0899,0.3377,1.301,0.1194,4.5146,0.0957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,66,2.2,1.1,1835
-1,1400000US42011011903,11903,42, Pennsylvania,PA,42011, Berks,42011011903,"Census Tract 119.03, Berks County, Pennsylvania",10.83940052,4985,299,1671,78,1595,90,59,64,193,89,36034,5424,141,78,416,49,1524,188,418,144,70,41.4,559,477.3,45,66,0,14.1,65,68,15,25.1,10,16,0,10,1.2,1.3,7.3,3.2,36034,5424,4.6,2.5,8.3,1,30.6,3.3,8.4,2.9,4.4,2.6,11.2,9.6,1,1.4,0,0.8,3.9,4.1,0.9,1.6,0.6,1,0,0.2,0.0224,0.4586,0.1852,0.1614,0.8276,0.1345,0.0868,0.9496,0.1443,0.2444,1.4251,0.167,0.5084,0.625,1.1334,0.5961,0,0.7348,0.5728,0.0361,0,1.3436,0.1297,4.7297,0.1133,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,191,102,3.8,2,4047
-1,1400000US42077006308,6308,42, Pennsylvania,PA,42077, Lehigh,42077006308,"Census Tract 63.08, Lehigh County, Pennsylvania",2.62347158,7293,290,2945,96,2834,119,86,71,239,123,37626,3549,210,139,1448,138,2054,137,886,251,75,51,1297,478.8,66,76.1,48,46.5,0,15,37,60.9,69,67,5,4,1.2,1,7.6,3.9,37626,3549,4.2,2.8,19.9,1.8,28.2,1.5,12.1,3.4,2.6,1.8,17.8,6.5,1,1.1,1.6,1.6,0,0.8,1.3,2.1,2.4,2.4,0.1,0.1,0.0224,0.4944,0.1618,0.1418,0.8203,0.1317,0.7715,0.9055,0.3921,0.1026,2.1716,0.5945,0.6449,0.6238,1.2687,0.6766,0.3887,0,0.6611,0.1549,0.2811,1.4857,0.1617,5.7463,0.2522,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,236,141,3.2,1.9,3341
